Part;Value;Device;Footprint Name;Detailed Description;Link;Manuf Part Number;Datasheet URL;Description;Manufacturer;DigiKey Part Number;Pricing;Stock;Package/Footprint
ESP1:C6;0.1 uF;GRM033C70J104KE14D;CAPC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/GRM033C70J104KE14D/8323487;GRM033C70J104KE14D;https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033C70J104KE14-01A.pdf;CAP CER 0.1UF 6.3V X7S 0201;Murata Electronics;490-17675-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.05, 'unit_price': 0.005}, {'break_quantity': 50, 'total_price': 0.22, 'unit_price': 0.0044}];121203;0201 (0603 Metric)
ESP1:C7;0.1 uF;GRM033C70J104KE14D;CAPC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/GRM033C70J104KE14D/8323487;GRM033C70J104KE14D;https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033C70J104KE14-01A.pdf;CAP CER 0.1UF 6.3V X7S 0201;Murata Electronics;490-17675-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.05, 'unit_price': 0.005}, {'break_quantity': 50, 'total_price': 0.22, 'unit_price': 0.0044}];121203;0201 (0603 Metric)
ESP1:C8;0.1 uF;GRM033C70J104KE14D;CAPC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/GRM033C70J104KE14D/8323487;GRM033C70J104KE14D;https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033C70J104KE14-01A.pdf;CAP CER 0.1UF 6.3V X7S 0201;Murata Electronics;490-17675-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.05, 'unit_price': 0.005}, {'break_quantity': 50, 'total_price': 0.22, 'unit_price': 0.0044}];121203;0201 (0603 Metric)
ESP1:C9;1 uF;CL03A105MQ3CSNCCAP_CL03_SAM;CAP_CL03_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL03A105MQ3CSNC/3886983;CL03A105MQ3CSNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/41/CL03A105MQ3CSNC_Spec.pdf;CAP CER 1UF 6.3V X5R 0201;Samsung Electro-Mechanics;1276-1325-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.06, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.24, 'unit_price': 0.0048}, {'break_quantity': 100, 'total_price': 0.4, 'unit_price': 0.004}, {'break_quantity': 500, 'total_price': 1.66, 'unit_price': 0.00332}];1516032;0201 (0603 Metric)
ESP1:C10;10 nF;C0603C106M9PACTU;CAPC1608X90N;;https://www.digikey.ca/en/products/detail/kemet/C0603C106M9PACTU/1950664;C0603C106M9PACTU;https://search.kemet.com/download/datasheet/C0603C106M9PAC7867;CAP CER 10UF 6.3V X5R 0603;KEMET;399-C0603C106M9PACTUCT-ND;[{'break_quantity': 1, 'total_price': 0.28, 'unit_price': 0.28}, {'break_quantity': 10, 'total_price': 1.64, 'unit_price': 0.164}, {'break_quantity': 50, 'total_price': 5.97, 'unit_price': 0.1194}, {'break_quantity': 100, 'total_price': 9.2, 'unit_price': 0.092}, {'break_quantity': 500, 'total_price': 38.45, 'unit_price': 0.0769}, {'break_quantity': 1000, 'total_price': 65.26, 'unit_price': 0.06526}];399036;0603 (1608 Metric)
ESP1:C11;1 uF;CL03A105MQ3CSNCCAP_CL03_SAM;CAP_CL03_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL03A105MQ3CSNC/3886983;CL03A105MQ3CSNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/41/CL03A105MQ3CSNC_Spec.pdf;CAP CER 1UF 6.3V X5R 0201;Samsung Electro-Mechanics;1276-1325-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.06, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.24, 'unit_price': 0.0048}, {'break_quantity': 100, 'total_price': 0.4, 'unit_price': 0.004}, {'break_quantity': 500, 'total_price': 1.66, 'unit_price': 0.00332}];1516032;0201 (0603 Metric)
ESP1:C12;15 pF;C0402C150J8HACTUCAPC10555_55N_KEM;CAPC10555_55N_KEM;;https://www.digikey.ca/en/products/detail/kemet/C0402C150J8HACTU/7945104;C0402C150J8HACTU;https://search.kemet.com/download/datasheet/C0402C150J8HAC7867;CAP CER 15PF 10V X8R 0402;KEMET;399-C0402C150J8HACTUCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.32, 'unit_price': 0.032}, {'break_quantity': 50, 'total_price': 1.08, 'unit_price': 0.0216}, {'break_quantity': 100, 'total_price': 1.84, 'unit_price': 0.0184}, {'break_quantity': 500, 'total_price': 6.54, 'unit_price': 0.01308}, {'break_quantity': 1000, 'total_price': 11.47, 'unit_price': 0.01147}, {'break_quantity': 2500, 'total_price': 24.45, 'unit_price': 0.00978}, {'break_quantity': 5000, 'total_price': 43.8, 'unit_price': 0.00876}];38864;0402 (1005 Metric)
ESP1:C13;15 pF;C0402C150J8HACTUCAPC10555_55N_KEM;CAPC10555_55N_KEM;;https://www.digikey.ca/en/products/detail/kemet/C0402C150J8HACTU/7945104;C0402C150J8HACTU;https://search.kemet.com/download/datasheet/C0402C150J8HAC7867;CAP CER 15PF 10V X8R 0402;KEMET;399-C0402C150J8HACTUCT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.32, 'unit_price': 0.032}, {'break_quantity': 50, 'total_price': 1.08, 'unit_price': 0.0216}, {'break_quantity': 100, 'total_price': 1.84, 'unit_price': 0.0184}, {'break_quantity': 500, 'total_price': 6.54, 'unit_price': 0.01308}, {'break_quantity': 1000, 'total_price': 11.47, 'unit_price': 0.01147}, {'break_quantity': 2500, 'total_price': 24.45, 'unit_price': 0.00978}, {'break_quantity': 5000, 'total_price': 43.8, 'unit_price': 0.00876}];38864;0402 (1005 Metric)
ESP1:C14;10 uF;C0603C106M9PACTU;CAPC1608X90N;;https://www.digikey.ca/en/products/detail/kemet/C0603C106M9PACTU/1950664;C0603C106M9PACTU;https://search.kemet.com/download/datasheet/C0603C106M9PAC7867;CAP CER 10UF 6.3V X5R 0603;KEMET;399-C0603C106M9PACTUCT-ND;[{'break_quantity': 1, 'total_price': 0.28, 'unit_price': 0.28}, {'break_quantity': 10, 'total_price': 1.64, 'unit_price': 0.164}, {'break_quantity': 50, 'total_price': 5.97, 'unit_price': 0.1194}, {'break_quantity': 100, 'total_price': 9.2, 'unit_price': 0.092}, {'break_quantity': 500, 'total_price': 38.45, 'unit_price': 0.0769}, {'break_quantity': 1000, 'total_price': 65.26, 'unit_price': 0.06526}];399036;0603 (1608 Metric)
ESP1:C15;1 uF;CL03A105MQ3CSNCCAP_CL03_SAM;CAP_CL03_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL03A105MQ3CSNC/3886983;CL03A105MQ3CSNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/41/CL03A105MQ3CSNC_Spec.pdf;CAP CER 1UF 6.3V X5R 0201;Samsung Electro-Mechanics;1276-1325-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.06, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.24, 'unit_price': 0.0048}, {'break_quantity': 100, 'total_price': 0.4, 'unit_price': 0.004}, {'break_quantity': 500, 'total_price': 1.66, 'unit_price': 0.00332}];1516032;0201 (0603 Metric)
ESP1:C16;TBD;885012005024_6.3V(DC);WCAP-CSGP_0402;;https://www.digikey.ca/en/products/detail/würth-elektronik/885012005024/5453295;885012005024;https://www.we-online.com/components/products/datasheet/885012005024.pdf;CAP CER 6.8PF 16V C0G/NP0 0402;Würth Elektronik;732-7440-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.2, 'unit_price': 0.02}, {'break_quantity': 50, 'total_price': 0.68, 'unit_price': 0.0136}, {'break_quantity': 100, 'total_price': 1.14, 'unit_price': 0.0114}, {'break_quantity': 500, 'total_price': 3.98, 'unit_price': 0.00796}, {'break_quantity': 1000, 'total_price': 6.91, 'unit_price': 0.00691}, {'break_quantity': 2500, 'total_price': 14.5, 'unit_price': 0.0058}, {'break_quantity': 5000, 'total_price': 25.65, 'unit_price': 0.00513}];2446;0402 (1005 Metric)
ESP1:C17;TBD;885012005024_6.3V(DC);WCAP-CSGP_0402;;https://www.digikey.ca/en/products/detail/würth-elektronik/885012005024/5453295;885012005024;https://www.we-online.com/components/products/datasheet/885012005024.pdf;CAP CER 6.8PF 16V C0G/NP0 0402;Würth Elektronik;732-7440-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.2, 'unit_price': 0.02}, {'break_quantity': 50, 'total_price': 0.68, 'unit_price': 0.0136}, {'break_quantity': 100, 'total_price': 1.14, 'unit_price': 0.0114}, {'break_quantity': 500, 'total_price': 3.98, 'unit_price': 0.00796}, {'break_quantity': 1000, 'total_price': 6.91, 'unit_price': 0.00691}, {'break_quantity': 2500, 'total_price': 14.5, 'unit_price': 0.0058}, {'break_quantity': 5000, 'total_price': 25.65, 'unit_price': 0.00513}];2446;0402 (1005 Metric)
ESP1:C18;TBD;885012005024_6.3V(DC);WCAP-CSGP_0402;;https://www.digikey.ca/en/products/detail/würth-elektronik/885012005024/5453295;885012005024;https://www.we-online.com/components/products/datasheet/885012005024.pdf;CAP CER 6.8PF 16V C0G/NP0 0402;Würth Elektronik;732-7440-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.2, 'unit_price': 0.02}, {'break_quantity': 50, 'total_price': 0.68, 'unit_price': 0.0136}, {'break_quantity': 100, 'total_price': 1.14, 'unit_price': 0.0114}, {'break_quantity': 500, 'total_price': 3.98, 'unit_price': 0.00796}, {'break_quantity': 1000, 'total_price': 6.91, 'unit_price': 0.00691}, {'break_quantity': 2500, 'total_price': 14.5, 'unit_price': 0.0058}, {'break_quantity': 5000, 'total_price': 25.65, 'unit_price': 0.00513}];2446;0402 (1005 Metric)
ESP1:C19;TBD;885012005024_6.3V(DC);WCAP-CSGP_0402;;https://www.digikey.ca/en/products/detail/würth-elektronik/885012005024/5453295;885012005024;https://www.we-online.com/components/products/datasheet/885012005024.pdf;CAP CER 6.8PF 16V C0G/NP0 0402;Würth Elektronik;732-7440-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.2, 'unit_price': 0.02}, {'break_quantity': 50, 'total_price': 0.68, 'unit_price': 0.0136}, {'break_quantity': 100, 'total_price': 1.14, 'unit_price': 0.0114}, {'break_quantity': 500, 'total_price': 3.98, 'unit_price': 0.00796}, {'break_quantity': 1000, 'total_price': 6.91, 'unit_price': 0.00691}, {'break_quantity': 2500, 'total_price': 14.5, 'unit_price': 0.0058}, {'break_quantity': 5000, 'total_price': 25.65, 'unit_price': 0.00513}];2446;0402 (1005 Metric)
ESP1:CR1;PESD4V0Y1BSFYLSOD962-2_NEX;PESD4V0Y1BSFYLSOD962-2_NEX;SOD962-2_NEX;;https://www.digikey.ca/en/products/detail/nexperia-usa-inc/PESD4V0Y1BSFYL/9326494;PESD4V0Y1BSFYL;https://assets.nexperia.com/documents/data-sheet/PESD4V0Y1BSF.pdf;TVS DIODE 4VWM 3.7VC DSN0603-2;Nexperia USA Inc.;1727-7840-1-ND;[{'break_quantity': 1, 'total_price': 0.17, 'unit_price': 0.17}, {'break_quantity': 10, 'total_price': 1.18, 'unit_price': 0.118}, {'break_quantity': 100, 'total_price': 5.3, 'unit_price': 0.053}, {'break_quantity': 500, 'total_price': 26.25, 'unit_price': 0.0525}, {'break_quantity': 1000, 'total_price': 52.0, 'unit_price': 0.052}];3988;0201 (0603 Metric)
ESP1:CR2;PESD4V0Y1BSFYLSOD962-2_NEX;PESD4V0Y1BSFYLSOD962-2_NEX;SOD962-2_NEX;;https://www.digikey.ca/en/products/detail/nexperia-usa-inc/PESD4V0Y1BSFYL/9326494;PESD4V0Y1BSFYL;https://assets.nexperia.com/documents/data-sheet/PESD4V0Y1BSF.pdf;TVS DIODE 4VWM 3.7VC DSN0603-2;Nexperia USA Inc.;1727-7840-1-ND;[{'break_quantity': 1, 'total_price': 0.17, 'unit_price': 0.17}, {'break_quantity': 10, 'total_price': 1.18, 'unit_price': 0.118}, {'break_quantity': 100, 'total_price': 5.3, 'unit_price': 0.053}, {'break_quantity': 500, 'total_price': 26.25, 'unit_price': 0.0525}, {'break_quantity': 1000, 'total_price': 52.0, 'unit_price': 0.052}];3988;0201 (0603 Metric)
ESP1:L1;2 nH;LQP03TN2N0B02D;INDC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/LQP03TN2N0B02D/2391741;LQP03TN2N0B02D;https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf;FIXED IND 2NH 600MA 150 MOHM SMD;Murata Electronics;490-6722-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.29, 'unit_price': 0.029}, {'break_quantity': 100, 'total_price': 2.36, 'unit_price': 0.0236}, {'break_quantity': 1000, 'total_price': 19.38, 'unit_price': 0.01938}, {'break_quantity': 5000, 'total_price': 84.5, 'unit_price': 0.0169}];122867;0201 (0603 Metric)
ESP1:L2;LQW18AN24NJ00D;LQW18AN24NJ00D;INDC1608X100N;;https://www.digikey.ca/en/products/detail/murata-electronics/LQW18AN24NJ00D/2594996;LQW18AN24NJ00D;https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0024.pdf;FIXED IND 24NH 500MA 0.21OHM SMD;Murata Electronics;490-6878-1-ND;[{'break_quantity': 1, 'total_price': 0.11, 'unit_price': 0.11}, {'break_quantity': 10, 'total_price': 0.9, 'unit_price': 0.09}, {'break_quantity': 100, 'total_price': 7.38, 'unit_price': 0.0738}, {'break_quantity': 1000, 'total_price': 60.68, 'unit_price': 0.06068}];4502;0603 (1608 Metric)
ESP1:L3;TBD;LQP03TN2N0B02D;INDC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/LQP03TN2N0B02D/2391741;LQP03TN2N0B02D;https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf;FIXED IND 2NH 600MA 150 MOHM SMD;Murata Electronics;490-6722-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.29, 'unit_price': 0.029}, {'break_quantity': 100, 'total_price': 2.36, 'unit_price': 0.0236}, {'break_quantity': 1000, 'total_price': 19.38, 'unit_price': 0.01938}, {'break_quantity': 5000, 'total_price': 84.5, 'unit_price': 0.0169}];122867;0201 (0603 Metric)
ESP1:L4;TBD;LQP03TN2N0B02D;INDC0603X33N;;https://www.digikey.ca/en/products/detail/murata-electronics/LQP03TN2N0B02D/2391741;LQP03TN2N0B02D;https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf;FIXED IND 2NH 600MA 150 MOHM SMD;Murata Electronics;490-6722-1-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.29, 'unit_price': 0.029}, {'break_quantity': 100, 'total_price': 2.36, 'unit_price': 0.0236}, {'break_quantity': 1000, 'total_price': 19.38, 'unit_price': 0.01938}, {'break_quantity': 5000, 'total_price': 84.5, 'unit_price': 0.0169}];122867;0201 (0603 Metric)
ESP1:SW1;PTS810;PTS810_SJM_250_SMTR_LFSPTS810_CNK;PTS810_CNK;;https://www.digikey.ca/en/products/detail/c-k/PTS810SJM250SMTR-LFS/4176610;PTS810SJM250SMTR-LFS;https://www.ckswitches.com/media/1476/pts810.pdf;SWITCH TACTILE SPST-NO 0.05A 16V;C&K;CKN10502CT-ND;[{'break_quantity': 1, 'total_price': 0.51, 'unit_price': 0.51}, {'break_quantity': 10, 'total_price': 4.42, 'unit_price': 0.442}, {'break_quantity': 25, 'total_price': 10.3, 'unit_price': 0.412}, {'break_quantity': 100, 'total_price': 36.82, 'unit_price': 0.3682}, {'break_quantity': 250, 'total_price': 85.26, 'unit_price': 0.34104}, {'break_quantity': 500, 'total_price': 160.95, 'unit_price': 0.3219}, {'break_quantity': 1000, 'total_price': 304.18, 'unit_price': 0.30418}];28122;
ESP1:SW2;PTS810;PTS810_SJM_250_SMTR_LFSPTS810_CNK;PTS810_CNK;;https://www.digikey.ca/en/products/detail/c-k/PTS810SJM250SMTR-LFS/4176610;PTS810SJM250SMTR-LFS;https://www.ckswitches.com/media/1476/pts810.pdf;SWITCH TACTILE SPST-NO 0.05A 16V;C&K;CKN10502CT-ND;[{'break_quantity': 1, 'total_price': 0.51, 'unit_price': 0.51}, {'break_quantity': 10, 'total_price': 4.42, 'unit_price': 0.442}, {'break_quantity': 25, 'total_price': 10.3, 'unit_price': 0.412}, {'break_quantity': 100, 'total_price': 36.82, 'unit_price': 0.3682}, {'break_quantity': 250, 'total_price': 85.26, 'unit_price': 0.34104}, {'break_quantity': 500, 'total_price': 160.95, 'unit_price': 0.3219}, {'break_quantity': 1000, 'total_price': 304.18, 'unit_price': 0.30418}];28122;
ESP1:U$1;RNCF0402BTE10K0;RNCF0402BTE10K0;RNCF0402BTE10K0;10K Resistor 0.1% 1/10W;https://www.digikey.ca/en/products/detail/stackpole-electronics-inc/RNCF0402BTE10K0/1710765;RNCF0402BTE10K0;https://www.seielect.com/catalog/SEI-RNCF.pdf;RES SMD 10K OHM 0.1% 1/10W 0402;Stackpole Electronics Inc;RNCF0402BTE10K0CT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.7, 'unit_price': 0.07}, {'break_quantity': 25, 'total_price': 1.6, 'unit_price': 0.064}, {'break_quantity': 50, 'total_price': 3.17, 'unit_price': 0.0634}, {'break_quantity': 100, 'total_price': 5.88, 'unit_price': 0.0588}, {'break_quantity': 250, 'total_price': 13.39, 'unit_price': 0.05356}, {'break_quantity': 500, 'total_price': 26.37, 'unit_price': 0.05274}, {'break_quantity': 1000, 'total_price': 47.05, 'unit_price': 0.04705}];4597;0402 (1005 Metric)
ESP1:U$2;RNCF0402BTE10K0;RNCF0402BTE10K0;RNCF0402BTE10K0;10K Resistor 0.1% 1/10W;https://www.digikey.ca/en/products/detail/stackpole-electronics-inc/RNCF0402BTE10K0/1710765;RNCF0402BTE10K0;https://www.seielect.com/catalog/SEI-RNCF.pdf;RES SMD 10K OHM 0.1% 1/10W 0402;Stackpole Electronics Inc;RNCF0402BTE10K0CT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.7, 'unit_price': 0.07}, {'break_quantity': 25, 'total_price': 1.6, 'unit_price': 0.064}, {'break_quantity': 50, 'total_price': 3.17, 'unit_price': 0.0634}, {'break_quantity': 100, 'total_price': 5.88, 'unit_price': 0.0588}, {'break_quantity': 250, 'total_price': 13.39, 'unit_price': 0.05356}, {'break_quantity': 500, 'total_price': 26.37, 'unit_price': 0.05274}, {'break_quantity': 1000, 'total_price': 47.05, 'unit_price': 0.04705}];4597;0402 (1005 Metric)
ESP1:U$3;RNCF0402BTE10K0;RNCF0402BTE10K0;RNCF0402BTE10K0;10K Resistor 0.1% 1/10W;https://www.digikey.ca/en/products/detail/stackpole-electronics-inc/RNCF0402BTE10K0/1710765;RNCF0402BTE10K0;https://www.seielect.com/catalog/SEI-RNCF.pdf;RES SMD 10K OHM 0.1% 1/10W 0402;Stackpole Electronics Inc;RNCF0402BTE10K0CT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.7, 'unit_price': 0.07}, {'break_quantity': 25, 'total_price': 1.6, 'unit_price': 0.064}, {'break_quantity': 50, 'total_price': 3.17, 'unit_price': 0.0634}, {'break_quantity': 100, 'total_price': 5.88, 'unit_price': 0.0588}, {'break_quantity': 250, 'total_price': 13.39, 'unit_price': 0.05356}, {'break_quantity': 500, 'total_price': 26.37, 'unit_price': 0.05274}, {'break_quantity': 1000, 'total_price': 47.05, 'unit_price': 0.04705}];4597;0402 (1005 Metric)
ESP1:U$4;RNCF0402BTE10K0;RNCF0402BTE10K0;RNCF0402BTE10K0;10K Resistor 0.1% 1/10W;https://www.digikey.ca/en/products/detail/stackpole-electronics-inc/RNCF0402BTE10K0/1710765;RNCF0402BTE10K0;https://www.seielect.com/catalog/SEI-RNCF.pdf;RES SMD 10K OHM 0.1% 1/10W 0402;Stackpole Electronics Inc;RNCF0402BTE10K0CT-ND;[{'break_quantity': 1, 'total_price': 0.1, 'unit_price': 0.1}, {'break_quantity': 10, 'total_price': 0.7, 'unit_price': 0.07}, {'break_quantity': 25, 'total_price': 1.6, 'unit_price': 0.064}, {'break_quantity': 50, 'total_price': 3.17, 'unit_price': 0.0634}, {'break_quantity': 100, 'total_price': 5.88, 'unit_price': 0.0588}, {'break_quantity': 250, 'total_price': 13.39, 'unit_price': 0.05356}, {'break_quantity': 500, 'total_price': 26.37, 'unit_price': 0.05274}, {'break_quantity': 1000, 'total_price': 47.05, 'unit_price': 0.04705}];4597;0402 (1005 Metric)
ESP1:U2;ESP32-S3FN8;ESP32-S3FN8;QFN40P700X700X90-57N;Check availability;https://www.digikey.ca/en/products/detail/espressif-systems/ESP32-S3FN8/15822446;ESP32-S3FN8;https://www.espressif.com/sites/default/files/documentation/esp32-s3_datasheet_en.pdf;IC RF TXRX+MCU BLE 56QFN;Espressif Systems;1965-ESP32-S3FN8CT-ND;[{'break_quantity': 1, 'total_price': 4.05, 'unit_price': 4.05}, {'break_quantity': 10, 'total_price': 34.99, 'unit_price': 3.499}, {'break_quantity': 25, 'total_price': 82.71, 'unit_price': 3.3084}, {'break_quantity': 100, 'total_price': 304.56, 'unit_price': 3.0456}, {'break_quantity': 250, 'total_price': 722.03, 'unit_price': 2.88812}, {'break_quantity': 500, 'total_price': 1388.44, 'unit_price': 2.77688}, {'break_quantity': 1000, 'total_price': 2672.07, 'unit_price': 2.67207}];3165;56-VFQFN Exposed Pad
ESP1:Y1;40 MHz;ECS-400-10-37B2-CKY-TR;XTAL_ECS-400-10-37B2-CKY-TR;;https://www.digikey.ca/en/products/detail/ecs-inc/ECS-400-10-37B2-CKY-TR/14548829;ECS-400-10-37B2-CKY-TR;https://ecsxtal.com/store/pdf/ECX-1637B2.pdf;CRYSTAL 40.0000MHZ 10PF SMD;ECS Inc.;50-ECS-400-10-37B2-CKY-TRCT-ND;[{'break_quantity': 1, 'total_price': 0.37, 'unit_price': 0.37}, {'break_quantity': 10, 'total_price': 3.22, 'unit_price': 0.322}, {'break_quantity': 25, 'total_price': 7.62, 'unit_price': 0.3048}, {'break_quantity': 50, 'total_price': 14.61, 'unit_price': 0.2922}, {'break_quantity': 100, 'total_price': 28.01, 'unit_price': 0.2801}, {'break_quantity': 250, 'total_price': 66.23, 'unit_price': 0.26492}, {'break_quantity': 500, 'total_price': 126.98, 'unit_price': 0.25396}, {'break_quantity': 1000, 'total_price': 243.45, 'unit_price': 0.24345}];15229;4-SMD, No Lead
IMU1:U1;9DoF IMU;ICM-20948;QFN24-3X3-ICM-20948;ICM-20948 9 Degree of Freedom IMU;https://www.digikey.ca/en/products/detail/tdk-invensense/ICM-20948/6623535;ICM-20948;https://invensense.tdk.com/wp-content/uploads/2024/03/DS-000189-ICM-20948-v1.6.pdf;IMU ACCEL/GYRO/COMPI2C/SPI 24QFN;TDK InvenSense;1428-1123-1-ND;[{'break_quantity': 1, 'total_price': 6.78, 'unit_price': 6.78}, {'break_quantity': 5, 'total_price': 30.54, 'unit_price': 6.108}, {'break_quantity': 10, 'total_price': 58.58, 'unit_price': 5.858}, {'break_quantity': 25, 'total_price': 139.02, 'unit_price': 5.5608}, {'break_quantity': 50, 'total_price': 267.86, 'unit_price': 5.3572}, {'break_quantity': 100, 'total_price': 517.07, 'unit_price': 5.1707}, {'break_quantity': 500, 'total_price': 2478.6, 'unit_price': 4.9572}];27502;24-TFQFN Module Exposed Pad
PWR1:3.3VLDO1:C5;1 uF;CL03A105MQ3CSNCCAP_CL03_SAM;CAP_CL03_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL03A105MQ3CSNC/3886983;CL03A105MQ3CSNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/41/CL03A105MQ3CSNC_Spec.pdf;CAP CER 1UF 6.3V X5R 0201;Samsung Electro-Mechanics;1276-1325-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.06, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.24, 'unit_price': 0.0048}, {'break_quantity': 100, 'total_price': 0.4, 'unit_price': 0.004}, {'break_quantity': 500, 'total_price': 1.66, 'unit_price': 0.00332}];1516032;0201 (0603 Metric)
PWR1:3.3VLDO1:C6;1 uF;CL03A105MQ3CSNCCAP_CL03_SAM;CAP_CL03_SAM;;https://www.digikey.ca/en/products/detail/samsung-electro-mechanics/CL03A105MQ3CSNC/3886983;CL03A105MQ3CSNC;//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/41/CL03A105MQ3CSNC_Spec.pdf;CAP CER 1UF 6.3V X5R 0201;Samsung Electro-Mechanics;1276-1325-1-ND;[{'break_quantity': 1, 'total_price': 0.08, 'unit_price': 0.08}, {'break_quantity': 10, 'total_price': 0.06, 'unit_price': 0.006}, {'break_quantity': 50, 'total_price': 0.24, 'unit_price': 0.0048}, {'break_quantity': 100, 'total_price': 0.4, 'unit_price': 0.004}, {'break_quantity': 500, 'total_price': 1.66, 'unit_price': 0.00332}];1516032;0201 (0603 Metric)
PWR1:3.3VLDO1:U1;NCP167BMX330TBG;NCP167BMX330TBG;VREG_NCP167BMX330TBG;;https://www.digikey.ca/en/products/detail/onsemi/NCP167BMX330TBG/9169761;NCP167BMX330TBG;https://www.onsemi.com/pdf/datasheet/ncp167-d.pdf;IC REG LINEAR 3.3V 700MA 4-XDFN;onsemi;NCP167BMX330TBGOSCT-ND;[{'break_quantity': 1, 'total_price': 0.44, 'unit_price': 0.44}, {'break_quantity': 10, 'total_price': 3.08, 'unit_price': 0.308}, {'break_quantity': 25, 'total_price': 6.87, 'unit_price': 0.2748}, {'break_quantity': 100, 'total_price': 23.82, 'unit_price': 0.2382}, {'break_quantity': 250, 'total_price': 55.18, 'unit_price': 0.22072}, {'break_quantity': 500, 'total_price': 105.1, 'unit_price': 0.2102}, {'break_quantity': 1000, 'total_price': 201.51, 'unit_price': 0.20151}];171370;4-XDFN Exposed Pad
